pm2.5,pm10,no,no2,co,nox,ozone,timestamp,benzene,eth_benzene,toluene,mp_xylene
6.28,9.89,16.48,46.76,3.49,38.25,13.89,2024-08-27 15:45:00,4.41,1.34,7.61,2.19
6.28,9.89,18.17,51.55,3.72,42.18,13.07,2024-08-27 16:00:00,4.73,1.43,8.17,2.35
6.21,9.66,18.73,53.16,3.78,43.49,6.0,2024-08-27 16:15:00,4.81,1.46,8.29,2.39
5.98,8.95,18.71,53.09,3.82,43.43,14.92,2024-08-27 16:30:00,4.84,1.47,8.35,2.4
5.98,8.95,18.9,53.63,3.86,43.87,13.5,2024-08-27 16:45:00,4.89,1.48,8.44,2.43
5.98,8.95,5.71,16.21,1.14,13.26,11.14,2024-08-27 17:00:00,1.68,0.51,2.9,0.84
5.97,8.91,5.08,14.42,1.03,11.8,13.34,2024-08-27 17:15:00,1.55,0.47,2.67,0.77
5.92,8.75,5.25,14.91,1.08,12.2,13.21,2024-08-27 17:30:00,1.66,0.5,2.86,0.82
5.92,8.75,5.29,15.02,1.1,12.29,8.42,2024-08-27 17:45:00,1.65,0.5,2.84,0.82
5.92,8.75,5.96,16.92,1.19,13.84,3.64,2024-08-27 18:00:00,1.76,0.53,3.04,0.88
5.92,8.74,5.8,16.45,1.17,13.45,3.55,2024-08-27 18:15:00,1.74,0.52,2.99,0.86
5.91,8.7,5.77,16.37,1.16,13.39,0.76,2024-08-27 18:30:00,1.72,0.52,2.96,0.85
5.91,8.7,5.82,16.5,1.2,13.5,0.34,2024-08-27 18:45:00,1.75,0.53,3.01,0.87
5.91,8.7,5.34,15.14,1.0,12.39,,2024-08-27 19:00:00,1.58,0.48,2.73,0.79
6.22,9.56,6.73,19.09,1.35,15.62,,2024-08-27 19:15:00,1.94,0.58,3.34,0.96
7.33,13.28,7.27,20.63,1.47,16.88,,2024-08-27 19:30:00,2.07,0.62,3.56,1.03
7.33,13.28,7.32,20.79,1.49,17.01,,2024-08-27 19:45:00,2.1,0.63,3.62,1.04
7.33,13.28,6.72,19.06,1.39,15.6,0.04,2024-08-27 20:00:00,1.98,0.6,3.4,0.98
7.2,12.84,6.72,19.08,1.4,15.61,,2024-08-27 20:15:00,2.05,0.62,3.53,1.02
6.68,11.19,6.15,17.47,1.29,14.29,0.24,2024-08-27 20:30:00,1.83,0.55,3.15,0.91
