pm2.5,pm10,no,no2,co,nox,ozone,timestamp,benzene,eth_benzene,toluene,mp_xylene,xylene
116.85,208.66,47.3,38.79,3.66,86.09,20.0,2021-01-25 09:45:00,0.0,,,,
116.85,208.66,55.52,40.74,3.06,96.26,16.0,2021-01-25 10:00:00,0.0,,,,
116.85,208.66,52.99,41.19,3.29,94.18,18.0,2021-01-25 10:15:00,0.0,,,,
104.01,165.3,40.67,38.29,2.42,78.97,20.0,2021-01-25 10:30:00,0.0,,,,
79.49,141.95,51.96,40.7,2.91,92.67,18.0,2021-01-25 10:45:00,0.0,,,,
79.49,141.95,45.76,40.39,1.79,86.15,17.0,2021-01-25 11:00:00,0.0,,,,
79.49,141.95,42.31,39.01,1.72,81.32,22.0,2021-01-25 11:15:00,0.0,,,,
65.36,117.86,30.63,33.23,0.86,63.86,22.0,2021-01-25 11:30:00,0.0,,,,
52.51,93.77,36.6,36.51,1.42,73.11,20.0,2021-01-25 11:45:00,0.0,,,,
52.51,93.77,38.32,36.24,1.18,74.56,21.0,2021-01-25 12:00:00,0.0,,,,
52.51,93.77,38.53,37.42,1.47,75.96,18.0,2021-01-25 12:15:00,0.0,,,,
51.0,91.08,49.37,41.64,1.91,91.02,16.0,2021-01-25 12:30:00,0.0,,,,
49.7,88.74,46.39,39.03,1.4,85.42,22.0,2021-01-25 12:45:00,0.0,,,,
49.7,88.74,48.84,42.22,1.27,91.06,23.0,2021-01-25 13:00:00,0.0,,,,
49.7,88.74,47.97,43.38,2.37,91.35,15.0,2021-01-25 13:15:00,0.0,,,,
44.92,86.91,34.9,40.25,1.64,75.15,19.0,2021-01-25 13:30:00,0.0,,,,
40.44,72.21,44.43,46.74,2.53,91.17,16.0,2021-01-25 13:45:00,0.0,,,,
40.44,72.21,34.09,39.42,0.82,73.5,20.0,2021-01-25 14:00:00,0.0,,,,
40.44,72.21,23.84,33.92,0.73,57.76,26.0,2021-01-25 14:15:00,0.0,,,,
43.32,77.71,29.76,39.07,1.77,68.83,26.0,2021-01-25 14:30:00,0.0,,,,
45.87,81.92,23.76,27.28,0.86,51.04,38.0,2021-01-25 14:45:00,0.0,,,,
45.87,81.92,17.36,26.21,0.58,43.56,39.0,2021-01-25 15:00:00,0.0,,,,
45.87,81.92,19.38,27.78,0.93,47.16,33.0,2021-01-25 15:15:00,0.0,,,,
40.64,75.2,18.74,29.67,0.85,48.41,35.0,2021-01-25 15:30:00,0.0,,,,
36.85,65.8,21.75,30.64,0.98,52.39,32.0,2021-01-25 15:45:00,0.0,,,,
36.85,65.8,21.8,29.79,1.33,51.59,30.0,2021-01-25 16:00:00,0.0,,,,
36.85,65.8,43.78,47.35,3.23,91.13,16.0,2021-01-25 16:15:00,0.0,,,,
41.99,70.39,28.43,43.55,2.11,71.98,17.0,2021-01-25 16:30:00,0.0,,,,
47.14,84.17,32.03,37.21,1.93,69.24,18.0,2021-01-25 16:45:00,0.0,,,,
47.14,84.17,37.74,35.87,2.28,73.61,13.0,2021-01-25 17:00:00,0.0,,,,
47.14,84.17,23.11,26.79,1.23,49.9,21.0,2021-01-25 17:15:00,0.0,,,,
44.62,80.9,15.02,20.56,0.37,35.58,31.0,2021-01-25 17:30:00,0.0,,,,
42.56,76.0,18.88,26.16,0.96,45.04,23.0,2021-01-25 17:45:00,0.0,,,,
42.56,76.0,21.89,32.22,1.63,54.12,17.0,2021-01-25 18:00:00,0.0,,,,
42.56,76.0,21.72,33.75,1.73,55.47,17.0,2021-01-25 18:15:00,0.0,,,,
45.13,79.73,20.49,32.84,1.82,53.32,19.0,2021-01-25 18:30:00,0.0,,,,
47.44,84.71,11.96,27.6,1.03,39.56,25.0,2021-01-25 18:45:00,0.0,,,,
47.44,84.71,18.72,31.7,2.47,50.43,20.0,2021-01-25 19:00:00,0.0,,,,
47.44,84.71,31.09,37.04,3.05,68.13,18.0,2021-01-25 19:15:00,0.0,,,,
48.27,85.85,25.45,34.82,4.29,60.27,20.0,2021-01-25 19:30:00,0.0,,,,
48.79,87.12,21.67,34.4,3.41,56.07,17.0,2021-01-25 19:45:00,0.0,,,,
48.79,87.12,23.31,34.4,3.12,57.71,21.0,2021-01-25 20:00:00,0.0,,,,
48.79,87.12,17.5,27.98,2.57,45.48,23.0,2021-01-25 20:15:00,0.0,,,,
76.8,140.35,15.88,22.74,2.26,38.62,25.0,2021-01-25 20:30:00,0.0,,,,
101.78,181.75,17.7,20.55,1.83,38.26,30.0,2021-01-25 20:45:00,0.0,,,,
101.78,181.75,15.1,18.75,1.29,33.86,30.0,2021-01-25 21:00:00,0.0,,,,
101.78,181.75,14.31,18.75,1.26,33.05,32.0,2021-01-25 21:15:00,0.0,,,,
100.64,179.7,14.13,20.32,2.59,34.46,30.0,2021-01-25 21:30:00,0.0,,,,
99.61,177.87,19.14,23.88,1.58,43.02,27.0,2021-01-25 21:45:00,0.0,,,,
99.61,177.87,19.31,26.08,1.44,45.39,30.0,2021-01-25 22:00:00,0.0,,,,
99.61,177.87,27.49,32.59,1.93,60.08,23.0,2021-01-25 22:15:00,0.0,,,,
88.1,150.89,15.01,29.62,1.44,44.63,26.0,2021-01-25 22:30:00,0.0,,,,
78.46,140.1,14.9,22.68,1.2,37.57,32.0,2021-01-25 22:45:00,0.0,,,,
78.46,140.1,12.07,21.06,1.62,33.13,32.0,2021-01-25 23:00:00,0.0,,,,
78.46,140.1,22.24,31.56,1.73,53.8,23.0,2021-01-25 23:15:00,0.0,,,,
71.93,123.81,15.01,24.64,1.06,39.65,31.0,2021-01-25 23:30:00,0.0,,,,
64.78,115.67,20.45,31.46,1.15,51.9,25.0,2021-01-26 00:00:00,0.0,,,,
64.78,115.67,25.28,33.7,1.43,58.98,23.0,2021-01-26 00:15:00,0.0,,,,
62.57,111.28,26.58,34.31,1.59,60.89,22.0,2021-01-26 00:30:00,0.0,,,,
60.78,108.54,26.63,32.04,1.31,58.67,25.0,2021-01-26 00:45:00,0.0,,,,
60.78,108.54,23.4,31.04,1.18,54.44,25.0,2021-01-26 01:00:00,0.0,,,,
60.78,108.54,27.52,34.44,1.19,61.95,23.0,2021-01-26 01:15:00,0.0,,,,
56.23,103.77,26.71,33.24,1.07,59.95,24.0,2021-01-26 01:30:00,0.0,,,,
53.49,95.53,21.91,30.92,0.99,52.83,23.0,2021-01-26 01:45:00,0.0,,,,
53.49,95.53,23.63,31.07,1.1,54.7,22.0,2021-01-26 02:00:00,0.0,,,,
53.49,95.53,26.11,32.59,0.95,58.69,22.0,2021-01-26 02:15:00,0.0,,,,
51.73,91.83,25.46,29.47,0.81,54.93,21.0,2021-01-26 02:30:00,0.0,,,,
49.36,88.14,22.15,30.34,0.66,52.49,24.0,2021-01-26 02:45:00,0.0,,,,
49.36,88.14,19.75,28.88,0.85,48.63,25.0,2021-01-26 03:00:00,0.0,,,,
49.36,88.14,21.11,30.43,1.0,51.54,26.0,2021-01-26 03:15:00,0.0,,,,
46.02,76.47,21.23,31.35,0.89,52.58,24.0,2021-01-26 03:30:00,0.0,,,,
41.52,74.14,19.74,30.6,0.76,50.34,27.0,2021-01-26 03:45:00,0.0,,,,
41.52,74.14,20.65,29.71,1.09,50.36,25.0,2021-01-26 04:00:00,0.0,,,,
41.52,74.14,26.99,29.78,1.11,56.77,24.0,2021-01-26 04:15:00,0.0,,,,
43.43,78.39,22.89,28.82,1.05,51.71,24.0,2021-01-26 04:30:00,0.0,,,,
45.53,81.31,19.11,27.62,0.86,46.72,28.0,2021-01-26 04:45:00,0.0,,,,
45.53,81.31,17.61,24.16,1.08,41.76,30.0,2021-01-26 05:00:00,0.0,,,,
45.53,81.31,21.44,27.56,1.08,49.0,26.0,2021-01-26 05:15:00,0.0,,,,
45.85,81.93,17.1,22.36,0.98,39.46,31.0,2021-01-26 05:30:00,0.0,,,,
46.18,82.47,15.51,21.61,1.03,37.11,30.0,2021-01-26 05:45:00,0.0,,,,
46.18,82.47,16.85,23.37,1.24,40.22,33.0,2021-01-26 06:00:00,0.0,,,,
46.18,82.47,12.52,21.11,1.3,33.64,33.0,2021-01-26 06:15:00,0.0,,,,
46.2,82.5,15.88,19.51,1.14,35.39,33.0,2021-01-26 06:30:00,0.0,,,,
46.22,82.53,14.57,22.88,1.5,37.45,32.0,2021-01-26 06:45:00,0.0,,,,
46.22,82.53,13.97,21.4,1.5,35.37,32.0,2021-01-26 07:00:00,0.0,,,,
46.22,82.53,16.76,17.13,1.19,33.9,33.0,2021-01-26 07:15:00,0.0,,,,
56.17,93.05,14.5,18.34,1.31,32.84,33.0,2021-01-26 07:30:00,0.0,,,,
62.81,112.16,15.74,18.34,1.69,34.09,32.0,2021-01-26 07:45:00,0.0,,,,
62.81,112.16,16.0,18.32,1.47,34.32,33.0,2021-01-26 08:00:00,0.0,,,,
62.81,112.16,13.76,20.97,1.71,34.73,31.0,2021-01-26 08:15:00,0.0,,,,
73.4,135.37,19.73,25.39,1.9,45.12,27.0,2021-01-26 08:30:00,0.0,,,,
83.6,149.29,19.37,23.97,1.49,43.34,28.0,2021-01-26 08:45:00,0.0,,,,
83.6,149.29,20.22,23.62,1.58,43.84,30.0,2021-01-26 09:00:00,0.0,,,,
83.6,149.29,16.18,24.51,1.55,40.69,33.0,2021-01-26 09:15:00,0.0,,,,
71.5,125.94,19.52,26.86,2.12,46.39,29.0,2021-01-26 09:30:00,0.0,,,,
59.76,106.72,32.14,35.74,2.88,67.88,23.0,2021-01-26 09:45:00,0.0,,,,
59.76,106.72,28.89,32.38,2.7,61.27,26.0,2021-01-26 10:00:00,0.0,,,,
59.76,106.72,35.21,31.65,2.6,66.86,25.0,2021-01-26 10:15:00,0.0,,,,
54.88,98.78,33.53,31.74,2.23,65.27,24.0,2021-01-26 10:30:00,0.0,,,,
49.09,87.66,27.26,35.29,2.27,62.55,22.0,2021-01-26 10:45:00,0.0,,,,
49.09,87.66,22.12,30.87,1.87,52.99,25.0,2021-01-26 11:00:00,0.0,,,,
49.09,87.66,31.78,33.54,2.22,65.33,25.0,2021-01-26 11:15:00,0.0,,,,
45.83,81.66,31.95,34.66,2.12,66.61,23.0,2021-01-26 11:30:00,0.0,,,,
42.57,76.02,25.1,28.89,1.64,53.99,31.0,2021-01-26 11:45:00,0.0,,,,
42.57,76.02,18.29,22.69,0.94,40.99,40.0,2021-01-26 12:00:00,0.0,,,,
42.57,76.02,21.78,28.21,1.45,49.98,28.0,2021-01-26 12:15:00,0.0,,,,
36.92,66.82,38.9,36.8,2.39,75.7,21.0,2021-01-26 12:30:00,0.0,,,,
31.9,56.97,28.18,37.76,2.12,65.94,22.0,2021-01-26 12:45:00,0.0,,,,
31.9,56.97,22.63,28.82,1.86,51.45,31.0,2021-01-26 13:00:00,0.0,,,,
31.9,56.97,25.09,29.12,1.51,54.22,35.0,2021-01-26 13:15:00,0.0,,,,
32.08,57.41,34.11,38.93,2.8,73.04,23.0,2021-01-26 13:30:00,0.0,,,,
32.35,57.77,28.4,36.74,2.14,65.14,27.0,2021-01-26 13:45:00,0.0,,,,
32.35,57.77,24.04,29.19,2.45,53.24,31.0,2021-01-26 14:00:00,0.0,,,,
32.35,57.77,37.52,43.93,2.77,81.46,14.0,2021-01-26 14:15:00,0.0,,,,
31.42,56.01,25.11,26.82,1.46,51.93,27.0,2021-01-26 14:30:00,0.0,,,,
30.66,54.75,22.57,35.98,1.89,58.55,25.0,2021-01-26 14:45:00,0.0,,,,
30.66,54.75,20.52,26.87,1.44,47.38,30.0,2021-01-26 15:00:00,0.0,,,,
30.66,54.75,19.41,24.71,1.26,44.12,31.0,2021-01-26 15:15:00,0.0,,,,
28.49,50.56,24.37,24.25,1.59,48.62,27.0,2021-01-26 15:30:00,0.0,,,,
26.91,48.05,21.42,22.06,0.91,43.48,29.0,2021-01-26 15:45:00,0.0,,,,
26.91,48.05,19.6,19.81,0.95,39.41,28.0,2021-01-26 16:00:00,0.0,,,,
26.91,48.05,20.53,25.7,1.6,46.23,23.0,2021-01-26 16:15:00,0.0,,,,
27.54,49.31,31.0,28.03,1.83,59.03,20.0,2021-01-26 16:30:00,0.0,,,,
28.28,50.49,24.37,21.88,1.2,46.25,27.0,2021-01-26 16:45:00,0.0,,,,
28.28,50.49,19.01,17.35,0.77,36.35,30.0,2021-01-26 17:00:00,0.0,,,,
28.28,50.49,17.71,12.59,0.58,30.3,33.0,2021-01-26 17:15:00,0.0,,,,
28.46,50.95,16.58,18.01,0.74,34.59,29.0,2021-01-26 17:30:00,0.0,,,,
28.66,51.17,16.04,22.7,1.23,38.74,21.0,2021-01-26 17:45:00,0.0,,,,
28.66,51.17,32.28,31.86,2.73,64.13,15.0,2021-01-26 18:00:00,0.0,,,,
28.66,51.17,17.24,27.23,1.67,44.47,22.0,2021-01-26 18:15:00,0.0,,,,
30.79,54.29,21.66,30.81,2.21,52.47,21.0,2021-01-26 18:30:00,0.0,,,,
32.53,58.08,19.4,30.57,1.86,49.97,22.0,2021-01-26 18:45:00,0.0,,,,
32.53,58.08,18.11,29.27,2.35,47.38,21.0,2021-01-26 19:00:00,0.0,,,,
32.53,58.08,24.95,34.72,2.66,59.67,18.0,2021-01-26 19:15:00,0.0,,,,
34.09,60.26,28.47,32.9,2.61,61.38,16.0,2021-01-26 19:30:00,0.0,,,,
35.39,63.21,24.85,33.31,2.61,58.16,20.0,2021-01-26 19:45:00,0.0,,,,
35.39,63.21,19.77,29.62,2.1,49.39,22.0,2021-01-26 20:00:00,0.0,,,,
35.39,63.21,15.56,23.1,2.07,38.66,24.0,2021-01-26 20:15:00,0.0,,,,
64.69,112.08,15.75,23.97,2.18,39.72,25.0,2021-01-26 20:30:00,0.0,,,,
90.14,160.96,14.92,24.08,2.14,39.0,28.0,2021-01-26 20:45:00,0.0,,,,
90.14,160.96,13.34,20.04,1.52,33.37,30.0,2021-01-26 21:00:00,0.0,,,,
90.14,160.96,15.86,22.85,1.59,38.72,27.0,2021-01-26 21:15:00,0.0,,,,
78.82,140.35,15.48,20.13,1.1,35.61,31.0,2021-01-26 21:30:00,0.0,,,,
70.89,126.6,16.65,25.67,1.45,42.32,28.0,2021-01-26 21:45:00,0.0,,,,
70.89,126.6,25.8,35.25,1.96,61.06,22.0,2021-01-26 22:00:00,0.0,,,,
70.89,126.6,22.19,33.74,2.0,55.92,23.0,2021-01-26 22:15:00,0.0,,,,
66.64,115.8,17.03,28.97,1.87,46.0,28.0,2021-01-26 22:30:00,0.0,,,,
62.13,110.94,26.36,34.72,2.66,61.07,23.0,2021-01-26 22:45:00,0.0,,,,
62.13,110.94,18.03,28.94,1.65,46.97,28.0,2021-01-26 23:00:00,0.0,,,,
62.13,110.94,23.45,32.56,1.91,56.01,23.0,2021-01-26 23:15:00,0.0,,,,
61.58,110.1,58.19,42.03,2.99,100.23,17.0,2021-01-26 23:30:00,0.0,,,,
61.14,109.17,28.45,37.0,1.58,65.46,22.0,2021-01-27 00:00:00,0.0,,,,
61.14,109.17,20.39,34.93,1.47,55.32,24.0,2021-01-27 00:15:00,0.0,,,,
66.48,118.6,17.24,30.78,1.41,48.02,24.0,2021-01-27 00:30:00,0.0,,,,
70.81,126.45,15.9,27.85,1.34,43.75,28.0,2021-01-27 00:45:00,0.0,,,,
70.81,126.45,15.06,26.76,1.21,41.83,28.0,2021-01-27 01:00:00,0.0,,,,
70.81,126.45,15.25,24.87,1.02,40.12,30.0,2021-01-27 01:15:00,0.0,,,,
64.84,115.0,14.21,22.06,0.76,36.27,31.0,2021-01-27 01:30:00,0.0,,,,
59.05,105.45,15.61,20.8,0.67,36.41,32.0,2021-01-27 01:45:00,0.0,,,,
59.05,105.45,,,2.03,,28.0,2021-01-27 02:15:00,,,,,
63.89,118.69,,,2.01,,27.0,2021-01-27 02:30:00,0.0,,,,
69.25,123.65,,,1.89,,23.0,2021-01-27 02:45:00,0.0,,,,
69.25,123.65,,,1.25,,22.0,2021-01-27 03:00:00,0.0,,,,
69.25,123.65,,,1.1,,24.0,2021-01-27 03:15:00,0.0,,,,
76.48,136.78,,,1.21,,23.0,2021-01-27 03:30:00,0.0,,,,
84.56,151.01,,,1.3,,24.0,2021-01-27 03:45:00,0.0,,,,
84.56,151.01,,,1.3,,18.0,2021-01-27 04:00:00,0.0,,,,
84.56,151.01,,,1.03,,22.0,2021-01-27 04:15:00,0.0,,,,
85.68,152.03,,,0.98,,25.0,2021-01-27 04:30:00,0.0,,,,
86.52,154.5,,,0.86,,22.0,2021-01-27 04:45:00,0.0,,,,
86.52,154.5,,,1.05,,27.0,2021-01-27 05:00:00,0.0,,,,
86.52,154.5,,,0.99,,27.0,2021-01-27 05:15:00,0.0,,,,
75.5,139.37,,,1.21,,27.0,2021-01-27 05:30:00,0.0,,,,
64.49,115.16,,,1.36,,25.0,2021-01-27 05:45:00,0.0,,,,
64.49,115.16,,,1.3,,27.0,2021-01-27 06:00:00,0.0,,,,
64.49,115.16,,,1.37,,25.0,2021-01-27 06:15:00,0.0,,,,
64.31,114.78,,,1.44,,26.0,2021-01-27 06:30:00,0.0,,,,
64.13,114.51,,,1.31,,29.0,2021-01-27 06:45:00,0.0,,,,
64.13,114.51,,,1.47,,27.0,2021-01-27 07:00:00,0.0,,,,
64.13,114.51,,,1.64,,27.0,2021-01-27 07:15:00,0.0,,,,
75.49,135.85,,,1.44,,27.0,2021-01-27 07:30:00,0.0,,,,
86.32,154.14,,,1.82,,25.0,2021-01-27 07:45:00,0.0,,,,
86.32,154.14,,,1.39,,25.0,2021-01-27 08:00:00,0.0,,,,
86.32,154.14,,,1.62,,27.0,2021-01-27 08:15:00,0.0,,,,
96.15,167.64,,,2.25,,23.0,2021-01-27 08:30:00,0.0,,,,
104.27,186.2,,,2.04,,25.0,2021-01-27 08:45:00,0.0,,,,
104.27,186.2,,,3.62,,23.0,2021-01-27 09:00:00,0.0,,,,
104.27,186.2,,,4.51,,16.0,2021-01-27 09:15:00,0.0,,,,
104.32,186.37,,,3.05,,23.0,2021-01-27 09:30:00,0.0,,,,
104.37,186.37,,,3.21,,23.0,2021-01-27 09:45:00,0.0,,,,
104.37,186.37,,,2.75,,23.0,2021-01-27 10:00:00,0.0,,,,
104.37,186.37,,,3.8,,17.0,2021-01-27 10:15:00,0.0,,,,
94.65,171.81,,,3.36,,17.0,2021-01-27 10:30:00,0.0,,,,
86.02,153.61,,,2.59,,21.0,2021-01-27 10:45:00,0.0,,,,
86.02,153.61,,,2.09,,18.0,2021-01-27 11:00:00,0.0,,,,
86.02,153.61,,,2.04,,19.0,2021-01-27 11:15:00,0.0,,,,
73.44,143.75,,,1.81,,19.0,2021-01-27 11:30:00,0.0,,,,
66.01,117.88,,,2.21,,18.0,2021-01-27 11:45:00,0.0,,,,
66.01,117.88,,,1.76,,26.0,2021-01-27 12:00:00,0.0,,,,
66.01,117.88,,,0.9,,28.0,2021-01-27 12:15:00,0.0,,,,
60.31,116.69,,,1.37,,22.0,2021-01-27 12:30:00,0.0,,,,
56.08,100.14,,,2.13,,18.0,2021-01-27 12:45:00,0.0,,,,
56.08,100.14,,,1.41,,15.0,2021-01-27 13:00:00,0.0,,,,
56.08,100.14,,,1.6,,18.0,2021-01-27 13:15:00,0.0,,,,
52.04,94.9,,,1.27,,24.0,2021-01-27 13:30:00,0.0,,,,
48.37,86.38,,,1.04,,25.0,2021-01-27 13:45:00,0.0,,,,
48.37,86.38,,,2.39,,25.0,2021-01-27 14:00:00,0.0,,,,
48.37,86.38,,,0.86,,30.0,2021-01-27 14:15:00,0.0,,,,
47.19,84.64,,,0.32,,45.0,2021-01-27 14:30:00,0.0,,,,
46.18,82.47,,,0.5,,38.0,2021-01-27 14:45:00,0.0,,,,
46.18,82.47,,,0.39,,33.0,2021-01-27 15:00:00,0.0,,,,
46.18,82.47,,,0.94,,26.0,2021-01-27 15:15:00,0.0,,,,
38.32,67.19,,,0.41,,30.0,2021-01-27 15:30:00,0.0,,,,
31.51,56.27,,,0.4,,33.0,2021-01-27 15:45:00,0.0,,,,
31.51,56.27,,,0.43,,36.0,2021-01-27 16:00:00,0.0,,,,
31.51,56.27,,,0.73,,27.0,2021-01-27 16:15:00,0.0,,,,
25.6,46.41,,,0.52,,26.0,2021-01-27 16:30:00,0.0,,,,
20.47,36.55,,,0.44,,32.0,2021-01-27 16:45:00,0.0,,,,
20.47,36.55,,,0.69,,32.0,2021-01-27 17:00:00,0.0,,,,
20.47,36.55,,,0.59,,32.0,2021-01-27 17:15:00,0.0,,,,
23.99,46.68,,,0.65,,35.0,2021-01-27 17:30:00,0.0,,,,
28.14,50.25,,,0.56,,33.0,2021-01-27 17:45:00,0.0,,,,
28.14,50.25,,,1.01,,29.0,2021-01-27 18:00:00,0.0,,,,
28.14,50.25,,,1.35,,21.0,2021-01-27 18:15:00,0.0,,,,
27.5,48.69,,,1.79,,18.0,2021-01-27 18:30:00,0.0,,,,
26.75,47.76,,,3.03,,18.0,2021-01-27 18:45:00,0.0,,,,
26.75,47.76,,,3.16,,16.0,2021-01-27 19:00:00,0.0,,,,
26.75,47.76,,,2.64,,18.0,2021-01-27 19:15:00,0.0,,,,
30.71,55.02,,,1.83,,24.0,2021-01-27 19:30:00,0.0,,,,
34.56,61.71,,,1.8,,28.0,2021-01-27 19:45:00,0.0,,,,
34.56,61.71,,,1.64,,29.0,2021-01-27 20:00:00,0.0,,,,
34.56,61.71,,,1.7,,28.0,2021-01-27 20:15:00,0.0,,,,
36.98,66.79,,,1.86,,29.0,2021-01-27 20:30:00,0.0,,,,
39.61,70.73,,,1.95,,30.0,2021-01-27 20:45:00,0.0,,,,
39.61,70.73,,,2.07,,29.0,2021-01-27 21:00:00,0.0,,,,
39.61,70.73,,,2.75,,26.0,2021-01-27 21:15:00,0.0,,,,
50.45,89.8,,,3.09,,22.0,2021-01-27 21:30:00,0.0,,,,
60.97,108.88,,,3.1,,24.0,2021-01-27 21:45:00,0.0,,,,
60.97,108.88,,,2.14,,24.0,2021-01-27 22:00:00,0.0,,,,
60.97,108.88,,,2.33,,25.0,2021-01-27 22:15:00,0.0,,,,
69.78,124.5,,,2.18,,26.0,2021-01-27 22:30:00,0.0,,,,
77.59,138.55,,,2.08,,27.0,2021-01-27 22:45:00,0.0,,,,
77.59,138.55,,,2.2,,24.0,2021-01-27 23:00:00,0.0,,,,
77.59,138.55,,,2.94,,17.0,2021-01-27 23:15:00,0.0,,,,
87.62,153.88,,,2.48,,18.0,2021-01-27 23:30:00,0.0,,,,
98.43,175.77,,,1.93,,21.0,2021-01-28 00:00:00,0.0,,,,
98.43,175.77,,,2.11,,20.0,2021-01-28 00:15:00,0.0,,,,
102.32,182.33,,,1.9,,23.0,2021-01-28 00:30:00,0.0,,,,
105.79,188.9,,,1.74,,22.0,2021-01-28 00:45:00,0.0,,,,
105.79,188.9,,,1.32,,25.0,2021-01-28 01:00:00,0.0,,,,
105.79,188.9,,,1.13,,24.0,2021-01-28 01:15:00,0.0,,,,
98.18,188.9,,,1.22,,27.0,2021-01-28 01:30:00,0.0,,,,
91.81,163.94,,,1.25,,25.0,2021-01-28 01:45:00,0.0,,,,
91.81,163.94,,,1.27,,26.0,2021-01-28 02:00:00,0.0,,,,
91.81,163.94,,,1.25,,26.0,2021-01-28 02:15:00,0.0,,,,
82.04,139.79,,,1.01,,29.0,2021-01-28 02:30:00,0.0,,,,
72.27,129.05,,,0.94,,29.0,2021-01-28 02:45:00,0.0,,,,
72.27,129.05,,,0.94,,25.0,2021-01-28 03:00:00,0.0,,,,
72.27,129.05,,,0.81,,25.0,2021-01-28 03:15:00,0.0,,,,
67.51,121.2,,,0.9,,20.0,2021-01-28 03:30:00,0.0,,,,
63.48,113.36,,,0.69,,20.0,2021-01-28 03:45:00,0.0,,,,
63.48,113.36,,,0.75,,22.0,2021-01-28 04:00:00,0.0,,,,
63.48,113.36,,,0.44,,26.0,2021-01-28 04:15:00,0.0,,,,
58.69,104.99,,,0.49,,29.0,2021-01-28 04:30:00,0.0,,,,
54.78,97.82,,,0.41,,26.0,2021-01-28 04:45:00,0.0,,,,
54.78,97.82,,,0.76,,29.0,2021-01-28 05:00:00,0.0,,,,
54.78,97.82,,,0.67,,30.0,2021-01-28 05:15:00,0.0,,,,
55.48,97.82,,,0.59,,31.0,2021-01-28 05:30:00,0.0,,,,
56.21,100.37,,,0.66,,32.0,2021-01-28 05:45:00,0.0,,,,
56.21,100.37,,,1.03,,31.0,2021-01-28 06:00:00,0.0,,,,
56.21,100.37,,,1.34,,30.0,2021-01-28 06:15:00,0.0,,,,
59.71,106.2,,,1.79,,24.0,2021-01-28 06:30:00,0.0,,,,
62.73,112.02,,,1.97,,20.0,2021-01-28 06:45:00,0.0,,,,
62.73,112.02,,,1.67,,23.0,2021-01-28 07:00:00,0.0,,,,
62.73,112.02,,,1.97,,22.0,2021-01-28 07:15:00,0.0,,,,
70.14,127.31,,,1.91,,20.0,2021-01-28 07:30:00,0.0,,,,
78.54,140.25,,,1.68,,22.0,2021-01-28 07:45:00,0.0,,,,
78.54,140.25,,,1.71,,20.0,2021-01-28 08:00:00,0.0,,,,
78.54,140.25,,,1.57,,20.0,2021-01-28 08:15:00,0.0,,,,
78.24,139.93,,,1.43,,24.0,2021-01-28 08:30:00,0.0,,,,
77.94,139.18,,,2.6,,22.0,2021-01-28 08:45:00,0.0,,,,
77.94,139.18,,,2.06,,21.0,2021-01-28 09:00:00,0.0,,,,
77.94,139.18,,,0.71,,31.0,2021-01-28 09:15:00,0.0,,,,
69.31,118.09,,,1.81,,29.0,2021-01-28 09:30:00,0.0,,,,
61.07,109.06,,,3.01,,22.0,2021-01-28 09:45:00,0.0,,,,
61.07,109.06,,,4.87,,16.0,2021-01-28 10:00:00,0.0,,,,
61.07,109.06,,,4.35,,17.0,2021-01-28 10:15:00,0.0,,,,
59.17,105.99,,,2.57,,24.0,2021-01-28 10:30:00,0.0,,,,
57.5,102.69,,,2.92,,22.0,2021-01-28 10:45:00,0.0,,,,
57.5,102.69,,,2.39,,22.0,2021-01-28 11:00:00,0.0,,,,
57.5,102.69,,,2.71,,21.0,2021-01-28 11:15:00,0.0,,,,
61.82,111.46,,,2.65,,20.0,2021-01-28 11:30:00,0.0,,,,
65.69,117.3,,,2.0,,18.0,2021-01-28 11:45:00,0.0,,,,
65.69,117.3,,,2.38,,16.0,2021-01-28 12:00:00,0.0,,,,
65.69,117.3,,,1.39,,27.0,2021-01-28 12:15:00,0.0,,,,
59.93,108.97,,,2.49,,17.0,2021-01-28 12:30:00,0.0,,,,
55.18,98.54,,,1.43,,18.0,2021-01-28 12:45:00,0.0,,,,
55.18,98.54,,,2.29,,17.0,2021-01-28 13:00:00,0.0,,,,
55.18,98.54,,,2.77,,18.0,2021-01-28 13:15:00,0.0,,,,
54.3,96.43,,,1.06,,29.0,2021-01-28 13:30:00,0.0,,,,
53.41,95.38,,,1.57,,23.0,2021-01-28 13:45:00,0.0,,,,
53.41,95.38,,,0.77,,23.0,2021-01-28 14:00:00,0.0,,,,
53.41,95.38,,,2.07,,18.0,2021-01-28 14:15:00,0.0,,,,
48.89,88.29,,,0.55,,38.0,2021-01-28 14:30:00,0.0,,,,
45.03,80.41,,,0.32,,46.0,2021-01-28 14:45:00,0.0,,,,
45.03,80.41,,,0.38,,44.0,2021-01-28 15:00:00,0.0,,,,
45.03,80.41,,,1.13,,25.0,2021-01-28 15:15:00,0.0,,,,
38.06,67.64,,,1.69,,19.0,2021-01-28 15:30:00,0.0,,,,
30.73,54.88,,,2.1,,15.0,2021-01-28 15:45:00,0.0,,,,
30.73,54.88,,,0.86,,22.0,2021-01-28 16:00:00,0.0,,,,
30.73,54.88,,,0.93,,26.0,2021-01-28 16:15:00,0.0,,,,
33.56,65.41,,,0.56,,31.0,2021-01-28 16:30:00,0.0,,,,
