pm2.5,pm10,no,no2,so2,co,nox,ozone,at,rh,ws,vws,wd,bp,timestamp,nh3,benzene,eth_benzene,toluene,mp_xylene
75.07,148.59,2.34,6.49,11.61,0.95,5.35,20.21,28.81,85.56,0.66,0.04,156.51,737.68,2024-03-04 01:30:00,5.03,0.31,0.09,0.62,
75.07,148.59,2.32,6.26,11.11,0.95,5.2,20.01,28.73,85.98,0.68,0.04,163.49,737.0,2024-03-04 01:45:00,5.05,0.31,0.09,0.62,
75.07,148.59,2.21,5.59,11.08,0.95,4.76,19.89,28.68,86.05,0.69,0.04,162.3,737.0,2024-03-04 02:00:00,4.24,0.31,0.09,0.62,
74.63,147.71,2.25,5.36,10.59,0.95,4.67,19.99,28.68,86.07,0.7,0.04,158.21,737.0,2024-03-04 02:15:00,4.01,0.31,0.09,0.62,
35.47,69.39,2.24,5.42,10.31,0.95,4.69,20.08,28.66,86.32,0.67,0.04,161.71,737.0,2024-03-04 02:30:00,4.12,0.31,0.09,0.62,
35.47,69.39,2.24,5.49,9.98,0.95,4.73,19.91,28.64,86.51,0.67,0.04,161.48,737.0,2024-03-04 02:45:00,4.47,0.31,0.09,0.62,
35.47,69.39,2.29,5.28,9.69,0.95,4.66,20.54,28.61,86.65,0.71,0.04,157.72,736.97,2024-03-04 03:00:00,4.74,0.31,0.09,0.62,
35.47,69.39,2.29,5.46,9.52,0.95,4.75,19.48,28.52,87.08,0.74,0.04,160.39,736.21,2024-03-04 03:15:00,4.8,0.31,0.09,0.62,
35.47,69.39,2.44,5.88,9.35,0.95,5.1,16.93,28.3,88.37,0.69,0.04,148.91,736.54,2024-03-04 03:30:00,4.67,0.31,0.09,0.62,
35.47,69.39,2.33,6.36,9.36,0.95,5.26,16.09,28.22,88.78,0.71,0.04,156.2,737.0,2024-03-04 03:45:00,4.41,0.31,0.09,0.62,
35.47,69.39,2.83,6.41,9.05,0.95,5.7,14.24,28.09,89.12,0.66,0.04,57.24,737.0,2024-03-04 04:00:00,4.29,0.31,0.09,0.62,
35.47,69.39,2.68,6.98,9.42,0.95,5.88,12.71,27.66,91.49,0.66,0.04,68.18,736.98,2024-03-04 04:15:00,4.99,0.31,0.09,0.62,
35.47,69.39,2.64,6.96,9.97,0.95,5.84,11.98,27.54,92.56,0.67,0.04,55.97,737.0,2024-03-04 04:30:00,6.11,0.31,0.09,0.62,
35.47,69.39,3.07,6.54,10.48,0.95,5.96,10.32,27.51,92.57,0.68,0.04,49.34,737.02,2024-03-04 04:45:00,6.86,0.31,0.09,0.62,
35.47,69.39,2.73,6.61,9.96,0.95,5.72,9.01,27.19,93.47,0.61,0.04,25.59,737.78,2024-03-04 05:00:00,6.33,0.31,0.09,0.62,
35.47,69.39,2.67,6.72,9.73,0.95,5.74,9.03,27.09,94.12,0.55,0.04,39.68,738.07,2024-03-04 05:15:00,5.59,0.31,0.09,0.62,
35.47,69.39,2.75,6.58,9.95,0.95,5.73,9.87,27.18,94.24,0.56,0.04,93.96,738.81,2024-03-04 05:30:00,5.07,0.31,0.09,0.62,
35.47,69.39,2.69,6.71,9.51,0.95,5.74,10.62,27.18,93.81,0.51,0.04,57.53,739.11,2024-03-04 05:45:00,4.71,0.31,0.09,0.62,
35.47,69.39,2.68,6.67,9.61,0.95,5.72,9.82,26.89,95.12,0.54,0.04,41.92,739.73,2024-03-04 06:00:00,4.62,0.31,0.09,0.62,
35.47,69.39,2.46,5.92,9.46,0.95,5.14,8.41,26.94,95.49,0.62,0.03,33.55,740.0,2024-03-04 06:15:00,4.75,0.31,0.09,0.62,
35.47,69.39,2.55,5.52,9.72,0.95,5.0,7.08,26.98,95.41,0.66,0.04,38.51,740.69,2024-03-04 06:30:00,5.13,0.31,0.09,0.62,
35.47,69.39,2.65,5.66,9.52,0.95,5.16,6.89,27.2,94.72,0.61,0.04,50.33,741.18,2024-03-04 06:45:00,5.27,0.31,0.09,0.62,
35.47,69.39,2.69,5.7,9.43,0.95,5.2,7.59,27.51,93.51,0.5,0.04,62.32,741.96,2024-03-04 07:00:00,5.29,0.31,0.09,0.62,
35.47,69.39,3.24,6.24,9.49,0.95,5.94,10.71,27.93,91.43,0.43,0.04,78.55,742.42,2024-03-04 07:15:00,4.94,0.31,0.09,0.62,
35.47,69.39,3.84,6.25,9.8,0.95,6.43,11.78,28.16,90.49,0.72,0.04,44.0,743.52,2024-03-04 07:30:00,4.52,0.31,0.09,0.62,
35.47,69.39,5.86,5.17,10.2,0.95,7.5,12.31,28.53,89.22,0.47,0.04,63.56,744.0,2024-03-04 07:45:00,4.1,0.31,0.09,0.62,
35.47,69.39,6.25,5.4,10.37,0.95,7.94,14.18,28.95,86.72,0.34,0.04,113.61,744.04,2024-03-04 08:00:00,4.02,0.31,0.09,0.62,
35.47,69.39,5.43,6.83,11.09,0.95,8.03,14.5,29.33,84.9,0.4,0.04,71.59,744.77,2024-03-04 08:15:00,3.84,0.31,0.09,0.62,
35.47,69.39,5.15,7.46,11.36,0.95,8.15,16.65,29.96,81.51,0.4,0.04,130.74,745.01,2024-03-04 08:30:00,3.77,0.31,0.09,0.62,
35.47,69.39,4.18,7.43,11.91,0.95,7.34,20.98,30.8,75.27,0.48,0.04,154.98,745.29,2024-03-04 08:45:00,3.99,0.31,0.09,0.62,
35.47,69.39,2.99,6.77,12.29,0.95,6.02,16.7,31.42,70.29,0.49,0.04,186.56,746.66,2024-03-04 09:00:00,4.44,0.31,0.09,0.62,
35.47,69.39,2.49,6.46,12.6,0.95,5.45,16.11,31.89,67.96,0.57,0.04,176.6,747.0,2024-03-04 09:15:00,4.99,0.31,0.09,0.62,
35.47,69.39,2.39,6.33,13.18,0.95,5.3,15.57,31.94,66.99,0.57,0.03,249.4,747.0,2024-03-04 09:30:00,5.08,0.31,0.09,0.62,
35.47,69.39,2.34,6.36,13.98,0.95,5.27,15.21,32.21,63.32,0.45,0.04,201.4,747.0,2024-03-04 09:45:00,5.11,0.31,0.09,0.62,
35.47,69.39,2.2,6.31,14.25,0.95,5.13,16.45,32.52,57.95,0.59,0.04,175.72,746.94,2024-03-04 10:00:00,5.58,0.31,0.09,0.62,
35.47,69.39,2.11,6.2,15.87,0.95,5.0,16.55,33.15,54.75,0.46,0.04,211.11,746.76,2024-03-04 10:15:00,6.71,0.31,0.09,0.62,
35.47,69.39,2.19,6.19,16.6,0.95,5.06,14.97,33.48,52.38,0.54,0.04,205.78,746.22,2024-03-04 10:30:00,8.17,0.31,0.09,0.62,
35.47,69.39,2.29,6.1,16.42,0.95,5.1,13.2,33.39,52.59,0.59,0.04,187.16,746.03,2024-03-04 10:45:00,8.13,0.31,0.09,0.62,
35.47,69.39,2.34,6.11,15.88,0.95,5.14,16.49,33.4,53.04,0.49,0.03,205.24,745.89,2024-03-04 11:00:00,7.12,0.31,0.09,0.62,
35.53,69.51,2.29,6.14,15.78,0.95,5.11,20.34,33.47,54.12,0.47,0.04,173.48,745.21,2024-03-04 11:15:00,6.1,0.31,0.09,0.62,
35.59,69.62,2.25,6.09,15.53,0.95,5.06,19.41,33.61,52.09,0.58,0.04,185.09,744.97,2024-03-04 11:30:00,5.16,0.31,0.09,0.62,
35.59,69.62,2.2,6.15,15.71,0.95,5.05,22.47,33.77,51.84,0.31,0.04,175.76,744.31,2024-03-04 11:45:00,4.75,0.31,0.09,0.62,
35.59,69.62,2.18,6.14,16.14,0.95,5.02,22.23,34.25,50.4,0.55,0.04,244.35,743.91,2024-03-04 12:00:00,4.4,0.31,0.09,0.62,
36.12,70.69,2.2,6.31,16.44,0.95,5.13,19.29,34.03,50.33,0.64,0.03,258.98,743.19,2024-03-04 12:15:00,4.19,0.31,0.09,0.62,
36.65,71.75,2.18,6.28,17.37,0.95,5.1,22.05,34.35,49.51,0.58,0.04,165.82,742.31,2024-03-04 12:30:00,4.14,0.31,0.09,0.62,
36.65,71.75,4.14,6.47,17.37,0.95,6.8,30.06,34.77,47.43,0.6,0.03,250.11,741.56,2024-03-04 12:45:00,3.78,0.31,0.09,0.62,
36.65,71.75,3.04,6.21,17.65,0.95,5.76,34.69,34.48,46.29,0.28,0.03,212.09,740.44,2024-03-04 13:00:00,4.16,0.31,0.09,0.62,
37.49,73.43,2.76,6.12,17.81,0.95,5.49,33.61,34.87,42.04,0.45,0.04,203.45,739.67,2024-03-04 13:15:00,4.15,0.31,0.09,0.62,
38.33,75.11,2.58,6.12,17.84,0.95,5.34,33.1,34.89,41.81,0.5,0.03,196.52,738.4,2024-03-04 13:30:00,4.13,0.31,0.09,0.62,
38.33,75.11,2.69,5.93,17.99,0.95,5.33,33.77,34.95,42.02,0.36,0.03,240.71,737.71,2024-03-04 13:45:00,4.12,0.31,0.09,0.62,
38.33,75.11,2.93,6.28,17.31,0.95,5.71,33.87,35.07,41.98,0.67,0.03,259.43,737.01,2024-03-04 14:00:00,4.14,0.31,0.09,0.62,
37.91,74.26,2.57,6.15,16.92,0.95,5.35,34.72,34.87,42.71,0.49,0.03,184.66,736.31,2024-03-04 14:15:00,4.27,0.31,0.09,0.62,
37.48,73.42,2.22,5.84,16.05,0.95,4.9,36.9,34.73,43.66,0.52,0.04,141.03,735.77,2024-03-04 14:30:00,4.3,0.31,0.09,0.62,
37.48,73.42,2.25,5.99,15.22,0.95,5.0,36.58,34.9,42.96,0.47,0.03,238.34,735.09,2024-03-04 14:45:00,4.34,0.31,0.09,0.62,
37.48,73.42,2.2,6.16,14.69,0.95,5.06,36.76,34.83,44.15,0.69,0.04,167.11,734.53,2024-03-04 15:00:00,4.35,0.31,0.09,0.62,
37.4,73.25,2.24,6.19,13.5,0.95,5.1,37.13,34.6,45.72,0.5,0.04,198.73,734.01,2024-03-04 15:15:00,4.3,0.31,0.09,0.62,
37.32,73.09,2.42,6.77,13.1,0.95,5.56,35.99,34.71,46.47,0.5,0.03,219.7,733.46,2024-03-04 15:30:00,4.18,0.31,0.09,0.62,
37.32,73.09,2.35,6.48,12.67,0.95,5.35,36.28,34.64,46.65,0.36,0.04,182.48,733.01,2024-03-04 15:45:00,4.57,0.31,0.09,0.62,
37.32,73.09,2.25,6.81,12.72,0.95,5.44,34.46,34.55,46.56,0.62,0.04,176.89,733.0,2024-03-04 16:00:00,5.75,0.31,0.09,0.62,
37.86,74.18,2.12,7.02,12.81,0.95,5.44,34.43,34.28,47.88,0.66,0.04,170.73,733.02,2024-03-04 16:15:00,6.88,0.31,0.09,0.62,
38.41,75.26,2.24,7.26,12.32,0.95,5.67,29.88,34.12,48.53,0.65,0.04,167.92,733.38,2024-03-04 16:30:00,7.29,0.31,0.09,0.63,
38.41,75.26,2.34,7.57,11.48,0.95,5.92,32.62,33.94,49.19,0.62,0.04,171.12,733.68,2024-03-04 16:45:00,6.85,0.31,0.09,0.63,
38.41,75.26,2.34,7.8,10.74,0.95,6.04,33.35,33.78,50.22,0.68,0.04,171.68,733.88,2024-03-04 17:00:00,5.82,0.31,0.09,0.63,
37.82,74.09,2.34,7.77,10.28,0.95,6.02,32.86,33.56,51.51,0.65,0.04,175.12,733.94,2024-03-04 17:15:00,5.01,0.31,0.09,0.63,
37.23,72.91,3.44,7.78,10.15,0.95,6.92,28.59,33.22,52.96,0.53,0.04,213.56,734.23,2024-03-04 17:30:00,4.19,0.31,0.09,0.62,
37.23,72.91,3.08,7.52,10.1,0.95,6.49,21.84,32.92,54.07,0.42,0.04,204.02,735.0,2024-03-04 17:45:00,4.2,0.31,0.09,0.62,
37.23,72.91,2.39,7.51,9.64,,5.93,20.85,32.71,55.56,0.49,0.04,197.63,735.26,2024-03-04 18:00:00,4.45,0.31,0.09,0.62,
36.91,72.27,2.25,7.53,9.41,,5.83,17.42,32.44,56.96,0.66,0.04,171.37,735.97,2024-03-04 18:15:00,4.39,0.31,0.09,0.62,
36.59,71.63,2.21,7.35,9.73,0.95,5.69,18.27,32.22,58.9,0.56,0.04,196.66,736.79,2024-03-04 18:30:00,4.36,0.31,0.09,0.62,
36.59,71.63,2.19,7.43,9.82,0.95,5.72,16.98,32.0,60.67,0.65,0.04,173.47,737.19,2024-03-04 18:45:00,4.35,0.51,0.29,0.81,
36.59,71.63,2.26,7.47,10.05,0.95,5.8,16.4,31.72,62.93,0.61,0.04,175.35,738.09,2024-03-04 19:00:00,4.35,0.51,0.29,0.81,
37.77,73.98,2.3,8.02,9.48,0.95,6.12,22.9,31.44,64.82,0.68,0.04,165.48,738.93,2024-03-04 19:15:00,4.12,0.51,0.29,0.81,
38.94,76.33,2.28,8.27,9.44,0.95,6.24,22.21,31.17,66.75,0.7,0.04,164.02,739.97,2024-03-04 19:30:00,3.81,0.51,0.29,0.81,
38.94,76.33,2.32,7.89,9.61,0.95,6.07,21.97,30.9,68.59,0.67,0.04,163.36,740.8,2024-03-04 19:45:00,3.78,0.51,0.29,0.81,
38.94,76.33,2.39,7.9,9.8,0.95,6.14,21.52,30.7,69.93,0.66,0.04,164.22,741.79,2024-03-04 20:00:00,3.77,0.51,0.29,0.81,
39.08,76.62,2.35,7.89,10.04,0.95,6.09,21.62,30.54,70.96,0.72,0.04,159.28,742.87,2024-03-04 20:15:00,3.82,0.51,0.29,0.81,
39.23,76.91,2.26,7.65,10.02,0.95,5.89,21.94,30.41,72.08,0.66,0.04,161.17,743.71,2024-03-04 20:30:00,3.77,0.51,0.29,0.81,
39.23,76.91,2.24,7.52,10.17,0.95,5.81,21.73,30.3,72.89,0.63,0.04,171.98,744.0,2024-03-04 20:45:00,3.89,0.51,0.29,0.81,
39.23,76.91,2.26,7.83,10.18,0.95,5.99,20.76,30.24,73.34,0.68,0.04,166.28,744.26,2024-03-04 21:00:00,4.03,0.51,0.29,0.81,
39.45,77.35,2.29,7.96,10.63,0.95,6.09,19.99,30.14,73.9,0.65,0.04,169.17,744.71,2024-03-04 21:15:00,4.05,0.51,0.29,0.81,
39.67,77.79,2.23,7.78,10.83,0.95,5.94,20.62,29.99,74.67,0.67,0.04,166.77,744.72,2024-03-04 21:30:00,4.13,0.51,0.29,0.81,
39.67,77.79,2.14,7.51,11.28,0.95,5.72,20.59,29.91,75.29,0.68,0.04,167.05,744.98,2024-03-04 21:45:00,4.8,0.51,0.29,0.81,
39.67,77.79,2.1,7.37,12.03,0.95,5.62,19.92,29.85,75.73,0.65,0.04,160.59,745.02,2024-03-04 22:00:00,5.58,0.51,0.29,0.81,
38.9,76.25,2.15,7.65,12.02,0.95,5.81,18.41,29.78,76.25,0.71,0.04,162.74,745.03,2024-03-04 22:15:00,5.92,0.51,0.29,0.81,
38.13,74.71,2.31,7.86,11.85,0.95,6.04,18.91,29.73,76.8,0.73,0.04,161.25,745.47,2024-03-04 22:30:00,5.83,0.51,0.29,0.81,
38.13,74.71,2.3,7.88,11.79,0.95,6.05,20.24,29.67,77.21,0.66,0.04,164.46,745.97,2024-03-04 22:45:00,5.46,0.51,0.29,0.81,
38.13,74.71,2.9,7.55,11.69,0.95,6.36,20.89,29.66,77.36,0.66,0.04,154.14,745.77,2024-03-04 23:00:00,5.05,0.51,0.29,0.81,
37.79,74.04,3.14,7.19,11.62,0.95,6.37,21.63,29.6,77.72,0.71,0.04,159.43,745.04,2024-03-04 23:15:00,4.63,0.51,0.29,0.81,
37.46,73.37,2.43,7.19,11.84,0.95,5.79,22.36,29.52,77.96,0.68,0.04,165.85,745.0,2024-03-04 23:30:00,4.41,0.51,0.29,0.81,
37.46,73.37,2.28,7.18,11.84,0.95,5.66,22.43,29.45,78.36,0.71,0.04,163.0,744.33,2024-03-04 23:45:00,4.24,0.51,0.29,0.81,
37.46,73.37,2.09,6.87,13.62,0.95,5.34,22.8,29.4,78.58,0.73,0.04,161.21,744.0,2024-03-05 00:00:00,4.72,0.51,0.29,0.81,
38.99,76.44,2.08,7.0,12.7,0.95,5.4,22.65,29.36,78.75,0.65,0.04,165.28,743.93,2024-03-05 00:15:00,4.22,0.51,0.29,0.81,
40.53,79.5,2.13,7.23,12.27,0.95,5.56,22.28,29.28,79.33,0.69,0.04,152.91,743.02,2024-03-05 00:30:00,3.98,0.51,0.29,0.81,
40.53,79.5,2.17,7.47,12.26,0.95,5.72,20.08,29.21,79.61,0.66,0.04,151.26,742.29,2024-03-05 00:45:00,3.96,0.51,0.29,0.81,
40.53,79.5,2.19,7.75,12.05,0.95,5.89,19.81,29.14,80.02,0.49,0.04,133.94,742.0,2024-03-05 01:00:00,4.27,0.51,0.29,0.81,
39.52,77.48,2.33,7.89,12.5,0.95,6.08,17.52,28.93,81.4,0.44,0.04,59.41,741.16,2024-03-05 01:15:00,4.55,0.51,0.29,0.81,
38.5,75.46,2.35,8.0,12.05,0.95,6.15,15.74,28.66,83.0,0.58,0.04,64.32,740.3,2024-03-05 01:30:00,4.59,0.51,0.29,0.81,
38.5,75.46,2.32,7.87,11.56,0.95,6.06,15.61,28.51,83.79,0.58,0.04,42.52,740.0,2024-03-05 01:45:00,4.97,0.51,0.29,0.81,
38.5,75.46,2.31,8.41,11.83,0.95,6.34,14.22,28.11,86.19,0.72,0.04,27.03,739.93,2024-03-05 02:00:00,5.27,0.51,0.29,0.81,
40.62,79.7,2.32,8.81,11.66,0.95,6.56,12.12,27.85,87.34,0.73,0.04,24.32,739.21,2024-03-05 02:15:00,5.01,0.51,0.29,0.81,
42.74,83.93,2.33,9.39,11.31,0.95,6.88,11.1,27.69,88.39,0.73,0.04,13.1,738.86,2024-03-05 02:30:00,5.16,0.51,0.29,0.81,
42.74,83.93,2.26,8.93,11.1,0.95,6.58,11.11,27.66,88.96,0.51,0.04,5.7,738.86,2024-03-05 02:45:00,4.98,0.51,0.29,0.81,
42.74,83.93,2.21,7.65,10.85,0.95,5.85,11.97,27.64,89.6,0.52,0.04,26.96,738.32,2024-03-05 03:00:00,5.04,0.51,0.29,0.81,
49.74,97.93,2.34,7.05,10.84,0.95,5.64,12.85,27.67,89.5,0.64,0.04,30.06,738.02,2024-03-05 03:15:00,4.9,0.51,0.29,0.81,
56.74,111.93,2.2,7.34,11.3,0.95,5.68,12.91,27.59,89.88,0.69,0.04,32.83,737.98,2024-03-05 03:30:00,4.93,0.51,0.29,0.81,
56.74,111.93,2.25,7.85,11.43,0.95,5.99,11.06,27.48,90.38,0.7,0.04,23.54,737.9,2024-03-05 03:45:00,5.52,0.51,0.29,0.81,
56.74,111.93,2.26,8.29,11.56,0.95,6.23,8.17,27.36,91.26,0.71,0.04,19.18,737.99,2024-03-05 04:00:00,6.74,0.51,0.29,0.81,
46.1,90.66,2.28,8.53,10.26,0.95,6.38,8.06,27.27,91.58,0.72,0.04,17.12,738.23,2024-03-05 04:15:00,7.57,0.51,0.29,0.81,
